signature,gene,correlation_with_score
Interferon Sig,SLFN5,0.22362234102728143
Interferon Sig,OAS2,0.21774927818369452
Interferon Sig,SUB1,0.2079233332709228
Interferon Sig,EPSTI1,0.20031034256727118
Interferon Sig,IRF7,0.19677243295399538
Interferon Sig,XAF1,0.1896701173417948
Interferon Sig,CHMP5,0.18941323044137562
Interferon Sig,STAT1,0.18534139167892522
Interferon Sig,SAMD9,0.17959458941086723
Interferon Sig,IFIT3,0.17905642137339664
Interferon Sig,PLSCR1,0.178147208179497
Interferon Sig,PPM1K,0.17805371097455885
Interferon Sig,TRIM22,0.17699391953336058
Interferon Sig,EIF2AK2,0.16824363172671786
Interferon Sig,MX1,0.1640503127762925
Interferon Sig,SAT1,0.15733839316708056
Interferon Sig,ZBP1,0.15541621644737696
Interferon Sig,OAS3,0.15177070920860453
Interferon Sig,LYST,0.14494816734286448
Interferon Sig,IFITM1,0.1355246201508139
Interferon Sig,CD38,0.13441664213158352
Interferon Sig,JAK2,0.13288372819972558
Interferon Sig,LGALS9,0.12424906403016901
Interferon Sig,MX2,0.09488375090193242
Interferon Sig,LDHA,0.09110557726351572
Interferon Sig,CD28,0.06540715229731082
Memory Prolif,STMN1,0.7584389248401142
Memory Prolif,TUBA1B,0.724069248181351
Memory Prolif,MKI67,0.6962455886213104
Memory Prolif,TUBB,0.6611544989166
Memory Prolif,MCM7,0.6346649074304705
Memory Prolif,DUT,0.627568037426554
Memory Prolif,HMGB2,0.6133735684950016
Memory Prolif,HMGN2,0.5912108472899354
Memory Prolif,MCM5,0.5000754555586335
Memory Prolif,PCNA,0.48411616804421276
Memory Prolif,GAPDH,0.4679671556655477
Memory Prolif,MCM3,0.4557946251481493
Memory Prolif,CDCA7,0.4516118104325081
Memory Prolif,NASP,0.4354695453579998
Memory Prolif,H2AFV,0.42968534897039506
Memory Prolif,CARHSP1,0.4036874449527425
Memory Prolif,ANP32E,0.3840682025916283
Memory Prolif,SLBP,0.38064357872417603
Memory Prolif,ANP32B,0.3782363971585274
Memory Prolif,SAE1,0.33527657867613336
Memory Prolif,SMC3,0.33497830524438554
Memory Prolif,CACYBP,0.33415202099781105
Memory Prolif,RAD21,0.33213933271495066
Memory Prolif,TFDP1,0.3244271296316605
Memory Prolif,ANXA5,0.3100145301511459
Memory Prolif,FABP5,0.29250482032485364
Memory Prolif,NUDT21,0.26702512808956036
Memory Prolif,PRDX3,0.2596468446447282
Memory Prolif,COX5A,0.22240416282409162
Memory Prolif,UQCRC1,0.2207115091739525
Memory Prolif,ACTG1,0.2177037416825859
Memory Prolif,HLA-DRA,0.1753442904921692
Memory Prolif,HLA-DMA,0.10022483235302289
Memory Prolif,HMOX1,0.09427360683196803
Memory Prolif,S1PR4,0.07362766599493746
Memory Prolif,CXCR3,0.060188415454235505
Memory Prolif,CNN2,0.03759421463079895
Memory Prolif,SIRPG,0.023593132280718
Memory Prolif,DENND2D,0.01950318656181175
Memory Prolif,HLA-DQB1,0.006705383114173012
Memory Prolif,CD81,-0.010291961548369756
"NK-like, CD45RA+ EM",NKG7,0.4853994248259713
"NK-like, CD45RA+ EM",GZMB,0.4271890127308789
"NK-like, CD45RA+ EM",GZMH,0.39841229686127233
"NK-like, CD45RA+ EM",CST7,0.33734567073354094
"NK-like, CD45RA+ EM",APOBEC3G,0.3283482381582134
"NK-like, CD45RA+ EM",C12orf75,0.3134087269194029
"NK-like, CD45RA+ EM",C1orf21,0.3064636700109815
"NK-like, CD45RA+ EM",HLA-DRB1,0.29110547644195806
"NK-like, CD45RA+ EM",ANXA1,0.28456839476967655
"NK-like, CD45RA+ EM",ARPC5L,0.2790771986016735
"NK-like, CD45RA+ EM",S100A4,0.2778987271869998
"NK-like, CD45RA+ EM",CALR,0.2759959783588957
"NK-like, CD45RA+ EM",KLRD1,0.25191555834862733
"NK-like, CD45RA+ EM",GSTP1,0.25171485766046875
"NK-like, CD45RA+ EM",DSTN,0.25043422269913845
"NK-like, CD45RA+ EM",ABI3,0.24782549052129885
"NK-like, CD45RA+ EM",RAP1B,0.23738139218788923
"NK-like, CD45RA+ EM",FLNA,0.22253075472140332
"NK-like, CD45RA+ EM",EMP3,0.2175079039987741
"NK-like, CD45RA+ EM",HLA-DRB5,0.2032031410984743
"NK-like, CD45RA+ EM",CLIC3,0.19310376524647987
"NK-like, CD45RA+ EM",LPCAT1,0.18797003282030278
"NK-like, CD45RA+ EM",FGR,0.17741802063922538
"NK-like, CD45RA+ EM",SYNGR1,0.1764519433131729
"NK-like, CD45RA+ EM",CCL4,0.16783701262580644
"NK-like, CD45RA+ EM",TTC38,0.16773765657998058
"NK-like, CD45RA+ EM",CD3G,0.16616637883307347
"NK-like, CD45RA+ EM",ZEB2,0.16284906294681978
"NK-like, CD45RA+ EM",DIP2A,0.14898998920277862
"NK-like, CD45RA+ EM",S1PR5,0.13755153142487164
"NK-like, CD45RA+ EM",YWHAQ,0.1337611428239275
"NK-like, CD45RA+ EM",ADRB2,0.13153188214971162
"NK-like, CD45RA+ EM",PTPN18,0.1295317812158063
"NK-like, CD45RA+ EM",HLA-DPB1,0.1200135615410666
"NK-like, CD45RA+ EM",FCRL6,0.09288977736184499
Exhaustion,CTLA4,0.5023402769373846
Exhaustion,ENTPD1,0.4753999890218977
Exhaustion,HAVCR2,0.455536339777503
Exhaustion,LAG3,0.4500868394662605
Exhaustion,PDCD1,0.37630886801565594
Exhaustion,TOX,0.3478145879470517
Exhaustion,BATF,0.3462308613965697
Exhaustion,BTLA,0.24723982004663872
Exhaustion,CD160,0.16286905244517164
Schmiedel CD4,CCR4,0.35316512888182927
Schmiedel CD4,ANK3,0.34866315082338895
Schmiedel CD4,RTKN2,0.34664445569457353
Schmiedel CD4,TSPAN18,0.3310898598628492
Schmiedel CD4,CD40LG,0.3033761226772813
Schmiedel CD4,PLCL1,0.2876885389474627
Schmiedel CD4,FHIT,0.2864265755446611
Schmiedel CD4,AP3M2,0.2772285169534462
Schmiedel CD4,TMEM45B,0.24472129003402496
Schmiedel CD4,PARD3,0.20871130371103414
Schmiedel CD4,ST6GALNAC1,0.18659965304712883
Schmiedel CD4,SYNM,0.18197781911685404
Schmiedel CD4,ADTRP,0.17040588833811005
Schmiedel CD4,B3GNT3,0.15188098980161008
Schmiedel CD4,CTLA4,0.11290546839473002
Schmiedel CD4,FBLN7,0.10396654177697073
Schmiedel CD4,ALS2CL,0.05603221231437831
Schmiedel CD4,TSHZ2,0.042335989918493876
Schmiedel CD4,LGALS14,0.04137203354573598
Schmiedel CD4,GPA33,0.03930982490780247
Schmiedel CD4,FST,0.037413118816520645
Schmiedel CD4,ANKRD55,0.03166355296883454
Schmiedel CD4,KRT1,0.027441617638588385
Schmiedel CD8,DBN1,0.3621808670751416
Schmiedel CD8,REG4,0.3381518921505026
Schmiedel CD8,NPDC1,0.3205991925235796
Schmiedel CD8,SOAT2,0.31878230793821327
Schmiedel CD8,ROBO1,0.29867923195813884
Schmiedel CD8,PCSK1N,0.28529369343440975
Schmiedel CD8,MRC2,0.2702847201539653
Schmiedel CD8,KIRREL2,0.21875181514061498
Schmiedel CD8,IQCA1,0.21851743160015527
Schmiedel CD8,CD248,0.19099125812449425
Schmiedel CD8,DKK3,0.1861164552750413
Schmiedel CD8,P2RX6,0.1810574570774322
Schmiedel CD8,PTK7,0.1616637675740909
Schmiedel CD8,CPA5,0.14916347771114397
Schmiedel CD8,DSEL,0.1180311904996701
Schmiedel CD8,DPY19L2,0.11771000024588864
Schmiedel CD8,FCGBP,0.10100369687519294
Schmiedel CD8,MXRA8,0.08539038341012294
Schmiedel CD8,SHC2,0.03139916247695895
Schmiedel CD8,EVPL,0.024555724683134706
Chopp CD4,SLFN5,0.2976659951701483
Chopp CD4,CCR4,0.291553491518445
Chopp CD4,IL7R,0.2787631995227067
Chopp CD4,GATA3,0.2560671024500487
Chopp CD4,CD40LG,0.246175114811476
Chopp CD4,ST6GAL1,0.24327331061604188
Chopp CD4,TSPAN32,0.2309843020638807
Chopp CD4,CYTIP,0.21710338921986724
Chopp CD4,IGFBP4,0.21252075848606594
Chopp CD4,SAMHD1,0.20966205131986393
Chopp CD4,TNFRSF4,0.20531752095212555
Chopp CD4,ZMIZ1,0.20318343800426758
Chopp CD4,ZBTB7B,0.18737771782601742
Chopp CD4,ARHGEF6,0.18425693926272543
Chopp CD4,CCR8,0.18052891120504527
Chopp CD4,VIPR1,0.17656290790595525
Chopp CD4,SYTL2,0.1752418243263775
Chopp CD4,TGFBR3,0.17390631027054432
Chopp CD4,GPR183,0.17236405739682706
Chopp CD4,ITM2A,0.17182179077618598
Chopp CD4,IL6R,0.16876393844862925
Chopp CD4,ST3GAL2,0.1682658521261105
Chopp CD4,ADAM15,0.1656367622442922
Chopp CD4,ZNF281,0.1652773495859391
Chopp CD4,MAPK11,0.16233840805256136
Chopp CD4,SH3BP2,0.1562975623954901
Chopp CD4,ID2,0.15329705555493936
Chopp CD4,XYLT2,0.15305951676431107
Chopp CD4,TMEM64,0.1457631814985642
Chopp CD4,GOT1,0.14241624884186582
Chopp CD4,EXTL3,0.1422300845395138
Chopp CD4,DUSP1,0.14167397057550138
Chopp CD4,CKB,0.1407559357848664
Chopp CD4,IL17RB,0.1285340600207245
Chopp CD4,MYO6,0.11462003365409895
Chopp CD4,NAB2,0.08971506614230206
Chopp CD4,ST8SIA6,0.08047940648672643
Chopp CD4,DUSP5,0.048349975426591495
Chopp CD8,RPS18,0.4917227807229868
Chopp CD8,RPS12,0.47874613818292416
Chopp CD8,RPS2,0.47609604557777085
Chopp CD8,RPS3,0.46843970931477524
Chopp CD8,RPL12,0.46715351066493976
Chopp CD8,RPS5,0.41178715556919643
Chopp CD8,RPLP1,0.3850559090270916
Chopp CD8,RPLP0,0.36611852075256257
Chopp CD8,RPL5,0.35274926981654003
Chopp CD8,CD7,0.3033249398022423
Chopp CD8,CTSW,0.2947947702940589
Chopp CD8,CD27,0.27957035903722377
Chopp CD8,GZMM,0.2757734110869197
Chopp CD8,LINC02446,0.2636184308629998
Chopp CD8,HCST,0.2617459395555876
Chopp CD8,IFITM1,0.25236312793094684
Chopp CD8,CCDC85B,0.22251941481397827
Chopp CD8,TPST2,0.22244812746381984
Chopp CD8,RPS19,0.21177344075046234
Chopp CD8,CCR7,0.20818561301493813
Chopp CD8,RPS10,0.20266320336109972
Chopp CD8,RGL4,0.19782109255160799
Chopp CD8,PRF1,0.19700480137496804
Chopp CD8,MYC,0.17803508712520053
Chopp CD8,PECAM1,0.17517597590604153
Chopp CD8,RPS26,0.1712003115004582
Chopp CD8,CRTAM,0.16131503151476256
Chopp CD8,AOAH,0.15984996750274602
Chopp CD8,PLAC8,0.14856564153867077
Chopp CD8,S100B,0.1420980539163777
Chopp CD8,FKBP11,0.1401936782278624
Chopp CD8,CD55,0.13950312873583617
Chopp CD8,PGGHG,0.13739563303139066
Chopp CD8,PCED1B,0.136966174413541
Chopp CD8,STK17A,0.1205553983440364
Chopp CD8,LDLRAP1,0.119480181749597
Chopp CD8,NT5E,0.11934990095768234
Chopp CD8,ACTN1,0.10955418732389174
Chopp CD8,JAML,0.10325624004312806
Chopp CD8,PASK,0.09445183323191082
Chopp CD8,LINC00861,0.08972363796670065
Chopp CD8,LRRN3,0.08338623368248009
Chopp CD8,MT-ND4,0.07921960486871907
Chopp CD8,CD248,0.07822466038512667
Chopp CD8,NELL2,0.0729017776824498
Chopp CD8,CLEC2D,0.07124662637178764
Chopp CD8,CPA5,0.06982335933116769
Chopp CD8,FGFBP2,0.06695104548584055
Chopp CD8,SELPLG,0.06137718073268793
Chopp CD8,PDE3B,0.05867858158583405
Chopp CD8,IL7R,0.05773741545797506
Chopp CD8,FAM107B,0.044450169054096086
Chopp CD8,FTL,-0.0263338749175927
Park CD4,RFPL2,0.35920116427423743
Park CD4,SPIN3,0.3510727975724812
Park CD4,CYSLTR1,0.34928608054749916
Park CD4,CD40LG,0.34725653867462625
Park CD4,IL6R,0.3344534294682549
Park CD4,ZG16B,0.2488329110000247
Park CD4,GBGT1,0.2192988979356706
Park CD4,ST6GALNAC1,0.21488156460980146
Park CD4,WWC2,0.20638857447723155
Park CD4,IL7,0.18383522233233482
Park CD4,B3GNT3,0.1652959038173627
Park CD4,SYCE3,0.11245894414747544
Park CD4,EPGN,0.09301292366176657
Park CD4,SLC5A5,0.08619877274852158
Park CD4,ADAM23,0.06808026819857514
Park CD4,LGALS14,0.067238790776406
Park CD4,IL2,0.05990702446490291
Park CD4,IL21-AS1,0.05061290497524014
Park CD4,AFAP1-AS1,0.04993356227581458
Park CD4,EPPK1,0.04031763480165584
Park CD8,KLRC3,0.4429539376057495
Park CD8,KLRK1,0.4351526839784782
Park CD8,NKG7,0.3922070112421393
Park CD8,KLRC4,0.3865796548952128
Park CD8,XCL2,0.38649816624048167
Park CD8,CRTAM,0.3734859831278294
Park CD8,CPNE2,0.308824772043988
Park CD8,LIM2,0.2966087638266435
Park CD8,VCAM1,0.15862580155150593
Park CD8,KCNQ3,0.12016953417293955
Park CD8,HLA-DOA,0.1159949451196919
Park CD8,MYO7A,0.07547161213097026
Park CD8,F7,0.031657243501464746
Jones CD4,IFITM2,0.38713409331150533
Jones CD4,CCR4,0.3481939299769464
Jones CD4,CD40LG,0.34278003936991513
Jones CD4,TRAT1,0.30103259842532476
Jones CD4,IL27RA,0.2935571025387776
Jones CD4,SAMHD1,0.2783833454182492
Jones CD4,GATA3,0.27493232635381515
Jones CD4,CYLD,0.27131231927087995
Jones CD4,TNFRSF4,0.25989854905951587
Jones CD4,AP3M2,0.2551187347836384
Jones CD4,CORO1B,0.25326180112654056
Jones CD4,SELENOW,0.24389338497622484
Jones CD4,ITM2A,0.22473953116702358
Jones CD4,HPGD,0.2182526171854072
Jones CD4,RNASET2,0.21513028774361598
Jones CD4,RPL17,0.2134341641701358
Jones CD4,ZBTB7B,0.21266801041054764
Jones CD4,IL6R,0.21210338290965963
Jones CD4,CCR6,0.203694398306773
Jones CD4,GPR183,0.18756980313141897
Jones CD4,CTSL,0.15600704466935233
Jones CD4,RORA,0.06359621637571707
Jones CD8,NKG7,0.6067283514522568
Jones CD8,CTSW,0.5577111418349958
Jones CD8,CCL5,0.5009758005035054
Jones CD8,PRF1,0.4783712115963123
Jones CD8,GZMB,0.45855348810163443
Jones CD8,HCST,0.4459851587429387
Jones CD8,CST7,0.42185531741964083
Jones CD8,KLRC1,0.4131332183624714
Jones CD8,GZMH,0.3711453029428914
Jones CD8,GZMA,0.3653977834225798
Jones CD8,GZMM,0.3505230849939283
Jones CD8,CCL4,0.29538413257205437
Jones CD8,KLRD1,0.28081181344442635
Jones CD8,KLRC2,0.2727141746239414
Jones CD8,GZMK,0.2649165993415482
Jones CD8,STK17A,0.24027607545679994
Jones CD8,PECAM1,0.23403021507674254
Jones CD8,TPST2,0.23385927337120885
Jones CD8,RUNX3,0.20412876549197867
Jones CD8,AOAH,0.20004364301502575
Jones CD8,CRTAM,0.18921312255889747
Jones CD8,GNLY,0.1791553967036335
Jones CD8,STAG3,0.16715540771175944
Jones CD8,FGFBP2,0.16007825454156144
Jones CD8,ID2,0.15867092473045127
Jones CD8,FTL,0.1460968939476312
Jones CD8,S100B,0.13727475552742396
Jones CD8,PGGHG,0.12674474915701336
Jones CD8,CCR5,0.12227685411031675
Jones CD8,SPINK2,0.11832710364581767
Jones CD8,JAML,0.10335209032419575
Jones CD8,NT5E,0.10054964570693159
Jones CD8,PAXX,0.09713614797393046
Jones CD8,KLRG1,0.09316525374064795
Jones CD8,CD248,0.07523630258639682
Jones CD8,LYAR,0.07358034000690122
Jones CD8,HLA-DPB1,0.053275671415945636
Union CD4,EMP3,0.4186249345351893
Union CD4,RIPOR2,0.3630719979232281
Union CD4,TMSB10,0.3560231768294915
Union CD4,FXYD5,0.35062502769341325
Union CD4,IFITM2,0.34995403388823443
Union CD4,GSTK1,0.30272356543164225
Union CD4,MAL,0.29763399398011364
Union CD4,ADD3,0.29731108960381364
Union CD4,PRMT2,0.2861693376241542
Union CD4,SAMD3,0.2680602268362194
Union CD4,IL27RA,0.2655721027691348
Union CD4,SLC2A3,0.2521289782369
Union CD4,DENND2D,0.2464627892734275
Union CD4,CD40LG,0.2437541412906087
Union CD4,FCGRT,0.2361313700642218
Union CD4,CYLD,0.224164155055274
Union CD4,GIMAP4,0.2129359476831261
Union CD4,CORO1B,0.20854010475170054
Union CD4,SELENOW,0.20747926072706424
Union CD4,ITM2A,0.2016438121196864
Union CD4,NDFIP1,0.19735365643592273
Union CD4,AP3M2,0.18703835559668439
Union CD4,BACH2,0.18061953773569778
Union CD4,RPL17,0.17766153333729182
Union CD4,TC2N,0.17631433633362054
Union CD4,RPL36A,0.17263713669096656
Union CD4,SCML4,0.16698131014200254
Union CD4,CCR6,0.1544663001948937
Union CD4,MSL3,0.15168382036481828
Union CD4,RNASET2,0.15067884931176742
Union CD4,STAT5A,0.1457774334331946
Union CD4,HPGD,0.13449848807821238
Union CD4,THOC7,0.1332612829126457
Union CD4,GPR183,0.1313894241937913
Union CD4,SCML1,0.10308881226763518
Union CD4,TTC39C,0.09684674119198682
Union CD4,ARMH1,0.08452601388566426
Union CD4,CTSL,0.08130499790377985
Union CD4,SYTL2,0.056404268221890694
Union CD4,RORA,0.01372808388529577
Union CD4,KLRB1,-0.07445301284056288
Union CD8,RPS18,0.3889702933652943
Union CD8,CST7,0.38162907084775
Union CD8,CCL5,0.3784790454136337
Union CD8,RPL13,0.34986858164874657
Union CD8,LINC02446,0.3405812990103961
Union CD8,RPS2,0.3402723760597137
Union CD8,CTSW,0.3386380391142637
Union CD8,RPLP1,0.3223312658549381
Union CD8,RPS5,0.3127725329519234
Union CD8,NKG7,0.3083394499225012
Union CD8,GZMM,0.3050120007543195
Union CD8,COTL1,0.30315100263479955
Union CD8,HCST,0.285760311628382
Union CD8,RPLP0,0.2718287787105159
Union CD8,CCL4,0.26435695060786246
Union CD8,DUSP2,0.25914370693655625
Union CD8,RPS19,0.2164090327048484
Union CD8,STK17A,0.20887317403646355
Union CD8,PECAM1,0.20816085627161757
Union CD8,CRTAM,0.19935461920053207
Union CD8,SH2D2A,0.19099854003415317
Union CD8,RPS10,0.17251672716179972
Union CD8,FTL,0.168235509152277
Union CD8,NR4A1,0.1670395053639765
Union CD8,RAP1A,0.16646678440522114
Union CD8,GZMK,0.1631476810612678
Union CD8,NAB2,0.1608243329871249
Union CD8,PTPN6,0.15776214959849388
Union CD8,STAG3,0.1464890698346088
Union CD8,MT2A,0.14333237635242368
Union CD8,ACTN1,0.1428980864627164
Union CD8,AOAH,0.14283930243499762
Union CD8,S100B,0.13979768877999865
Union CD8,LDLRAP1,0.12512623030317271
Union CD8,CLEC2D,0.12464612045583529
Union CD8,ZFP36L2,0.11855929121091985
Union CD8,EGR1,0.11795769651005417
Union CD8,SAT1,0.11679463013396532
Union CD8,LYAR,0.11603960720933021
Union CD8,PAXX,0.11299514359515438
Union CD8,ID3,0.1109883838611266
Union CD8,SPINK2,0.10983782160999322
Union CD8,ZFP36,0.09888594582297931
Union CD8,LINC00861,0.09419089368178175
Union CD8,PLAC8,0.09406834733543674
Union CD8,ICOS,0.08563942635261847
Union CD8,CD248,0.08162452958677478
Union CD8,CYTIP,0.08137914089782589
Union CD8,PTGER4,0.08075662518864705
Union CD8,HLA-DPB1,0.0633838339782459
Union CD8,PDE3B,0.062187238608616933
Union CD8,LRRN3,0.037557901708013215
Park CD4+CTL,GZMA,0.3704584436909659
Park CD4+CTL,CST7,0.34844118199023616
Park CD4+CTL,SYTL3,0.3439390179684206
Park CD4+CTL,CKLF,0.32121859532171254
Park CD4+CTL,RNF19A,0.2996838917479617
Park CD4+CTL,GZMK,0.29120542019431045
Park CD4+CTL,CXCR4,0.2789783102405073
Park CD4+CTL,SAMSN1,0.2698315700481286
Park CD4+CTL,DUSP2,0.2661903113591171
Park CD4+CTL,CNN2,0.2625230008889717
Park CD4+CTL,SKAP1,0.2621104719028089
Park CD4+CTL,IL10,0.2548155950136015
Park CD4+CTL,PRDM1,0.251550081815654
Park CD4+CTL,WNK1,0.23048477074318413
Park CD4+CTL,DUSP4,0.2249979882111
Park CD4+CTL,ARID5B,0.22431404889506684
Park CD4+CTL,ETS1,0.21571994951758414
Park CD4+CTL,CD6,0.20161108757352275
Park CD4+CTL,RGS1,0.18214184251038415
Park CD4+CTL,DTHD1,0.12292127299263782
Park CD4+PD1,GIMAP4,0.30644228309261784
Park CD4+PD1,COTL1,0.30358880815135303
Park CD4+PD1,CTLA4,0.2932627969619771
Park CD4+PD1,MBP,0.2830026503637994
Park CD4+PD1,ICOS,0.27457350253746626
Park CD4+PD1,SNX6,0.2679705844810289
Park CD4+PD1,NR3C1,0.26110327477046325
Park CD4+PD1,LIMS1,0.26103123930982675
Park CD4+PD1,PDCD1,0.25787305126172755
Park CD4+PD1,TOX2,0.25365464119504466
Park CD4+PD1,CORO1B,0.24954128312761092
Park CD4+PD1,ARID5B,0.2423941136383524
Park CD4+PD1,PPP1CC,0.23432737581244087
Park CD4+PD1,NR4A2,0.2235969313988458
Park CD4+PD1,PASK,0.21289360229223903
Park CD4+PD1,CD40LG,0.20691292617087012
Park CD4+PD1,TIGIT,0.1520783081244286
Park CD4+T,SELL,0.4488905183399156
Park CD4+T,GIMAP7,0.43250243602246746
Park CD4+T,IFITM2,0.4103936144076069
Park CD4+T,ADD3,0.3533357368558219
Park CD4+T,DENND2D,0.3314801192236689
Park CD4+T,SAMD3,0.3291483026131399
Park CD4+T,CHI3L2,0.30796297957808494
Park CD4+T,IL27RA,0.2945447481295358
Park CD4+T,CYLD,0.2941418386281778
Park CD4+T,SATB1,0.2851277652490415
Park CD4+T,NDFIP1,0.26349953777276214
Park CD4+T,ITM2A,0.2533521452061238
Park CD4+T,RPL17,0.24085749274084514
Park CD4+T,ABLIM1,0.20914210237538852
Park CD4+T,THOC7,0.20360434159377888
Park CD4+T,CAMK4,0.1840535995644837
Park CD4+T,SCML1,0.16763709031533403
Park CD4+T,CTSL,0.11253570312218152
Park CD4+T,ID2,0.09053079806703165
Park CD4+Tmem,KLF2,0.48416923188115163
Park CD4+Tmem,LTB,0.46983630115228964
Park CD4+Tmem,IL7R,0.4318668492208988
Park CD4+Tmem,MAL,0.3906987620467378
Park CD4+Tmem,GSTK1,0.35200618037314174
Park CD4+Tmem,GIMAP7,0.34666217769722035
Park CD4+Tmem,TRAT1,0.33292119982012786
Park CD4+Tmem,SLC2A3,0.26331863975185277
Park CD4+Tmem,CCR7,0.26256538516511385
Park CD4+Tmem,CD69,0.2622808848996563
Park CD4+Tmem,AP3M2,0.24759288477562694
Park CD4+Tmem,RGCC,0.22801059800534762
Park CD4+Tmem,ANXA1,0.21554888632201125
